-1,148.47916666666669,110.76041666666664,116.1579861111111,125,96,93
1,191.85937500000003,152.47395833333334,153.28645833333334,113,43,114
-1,155.40625000000003,121.3732638888889,121.3125,139,106,105
1,186.6041666666667,150.7847222222222,148.5815972222222,94,55,103
1,172.62673611111111,135.61284722222223,143.2065972222222,75,43,110
1,175.40104166666666,139.10416666666669,139.24479166666669,112,55,103
-1,158.00520833333334,124.16666666666664,133.23263888888894,134,102,106
-1,193.66666666666666,168.36631944444443,157.88715277777777,147,114,131
1,171.47743055555554,130.86805555555557,140.1996527777778,87,48,117
-1,145.48611111111114,106.7326388888889,112.7760416666667,130,91,94
1,184.13541666666666,146.17534722222226,142.9409722222222,101,37,95
1,184.5451388888889,149.55208333333334,150.48784722222226,90,53,118
1,178.38368055555554,126.97048611111113,145.30208333333331,69,43,113
-1,164.32638888888889,115.03125000000001,132.17881944444449,105,56,113
-1,169.24305555555554,137.13888888888889,133.75520833333334,131,94,96
-1,155.05555555555557,114.97222222222223,119.27604166666669,136,98,101
1,182.01736111111111,142.16145833333334,142.94097222222223,68,38,117
1,178.16319444444443,145.73090277777777,140.79340277777777,81,59,113
1,187.56423611111117,153.6701388888889,156.18055555555557,105,58,125
-1,187.13368055555554,154.5815972222222,145.64583333333331,158,120,117
-1,172.2152777777778,136.7309027777778,132.9965277777778,154,118,113
1,190.41493055555557,151.90451388888889,158.54166666666669,91,61,113
-1,163.33854166666666,127.71874999999996,126.95659722222223,148,112,107
-1,147.15625000000006,100.5,104.92361111111109,126,82,83
1,177.12847222222217,141.16145833333334,145.04513888888889,77,62,109
-1,193.51388888888889,163.47395833333337,153.71180555555557,168,139,132
1,170.36631944444446,137.66145833333334,135.22395833333334,74,39,100
1,165.0434027777778,112.546875,130.72048611111111,61,31,78
1,177.1232638888889,142.42013888888889,142.25,102,44,94
-1,155.30381944444443,106.51215277777779,113.85416666666664,129,84,81
1,159.68055555555557,123.39930555555554,130.77951388888889,93,50,91
1,160.8784722222222,134.61458333333331,128.25694444444443,59,38,97
1,174.78993055555551,141.36111111111111,137.68750000000003,89,36,101
-1,169.43055555555554,135.45312500000003,131.61979166666669,154,120,109
1,183.01562500000003,142.64236111111111,148.81944444444443,121,56,100
1,183.9635416666667,149.3506944444444,151.48437499999997,110,62,127
1,173.0486111111111,126.10937499999999,133.47743055555554,124,37,86
1,168.91145833333331,128.78993055555557,135.96875000000003,79,28,91
-1,175.52951388888889,143.91840277777777,145.2361111111111,141,109,118
1,180.3888888888889,150.1979166666667,150.64236111111111,110,60,117
1,181.09548611111111,145.1753472222222,146.55729166666663,95,40,79
-1,156.19791666666669,119.28645833333333,119.79166666666669,125,95,96
-1,136.78298611111111,101.5295138888889,108.59722222222221,108,79,83
1,164.4809027777778,138.69444444444446,138.7934027777778,77,53,108
-1,158.8125,121.20486111111113,122.29340277777776,145,106,105
-1,160.96354166666669,117.19791666666667,117.15972222222221,139,93,83
-1,173.11284722222226,125.29340277777777,126.05208333333336,142,94,88
-1,157.36631944444443,113.97743055555554,117.30034722222221,136,92,92
-1,183.79513888888889,158.48437500000003,146.4409722222222,168,135,119
-1,137.2326388888889,100.67881944444446,110.58506944444444,117,81,87
-1,144.80381944444446,105.44965277777779,113.30555555555553,123,83,91
-1,182.19618055555554,158.80902777777774,147.83854166666666,162,140,126
-1,166.5434027777778,121.03993055555553,123.31076388888891,146,100,104
1,140.53993055555557,108.13020833333331,121.94270833333333,93,48,81
-1,160.77430555555557,124.11631944444446,124.45312499999999,148,109,109
1,162.32291666666666,131.94618055555554,140.87326388888889,73,42,108
-1,176.2326388888889,145.71527777777774,137.24999999999997,163,128,116
1,190.22569444444446,153.0034722222222,155.40798611111117,116,45,115
-1,163.28645833333334,124.62673611111109,124.34548611111113,149,108,104
1,188.9809027777778,153.51388888888889,151.88541666666666,83,51,119
